3.00427,0.416395,3.87011,4.13999,30.09,0.968198,9.87671,0.178678,0.13555,1.93644,
11.4738,0.273427,2.80317,0.874786,0.133112,0.151288,17.3794,0.77265,0.445224,0.878617,
0.59727,0.000783734,1.06406,0.199334,0.0190288,0.0523019,0.697224,2.0616,0.012171,2.95147,
0.275681,3.29616,0.118574,0.0743162,1.43947,0.0920684,1.37722,1.05127,0.320099,2.79459,
0.304257,0.226455,0.0266015,0.0452362,2.31212,0.169503,0.215942,1.85742,1.59618,1.06088,
0.228793,0.0826169,1.06512,3.06871,0.331654,1.17193,4.70115,2.51595,0.367475,5.33314,
0.960222,1.06498,1.65608,1.65846,1.52585,0.371419,2.80033,0.324567,6.15192,0.0543276,
0.0565985,0.152918,0.317645,0.087169,0.217801,0.0223374,0.300548,0.595049,2.12097,12.3616,
236.426,14.7342,0.0271653,1.05067,2.2976,0.386787,0.154707,1.18183,0.074,0.729066,
0.697884,1.3632,0.0402117,0.130455,0.350729,1.90176,0.674032,0.0720318,105.897,0.416201,
0.13698,0.0497964,0.808638,0.604495,0.148826,2.02358,0.674825,0.603362,0.13374,0.180029,
0.468187,0.130104,0.121891,0.537836,1.936,5.54666,2.14036,5.33701,0.710293,3.46871,
0.424116,11.7401,0.635717,0.520842,0.066204,2.36919,0.0871506,0.915631,3.91057,0.0798566,
5.64669,33.0365,0.140467,0.487436,0.54857,0.353088,0.0842674,5.09681,2.23197,0.250594,
0.0403786,0.094193,0.487013,0.175927,0.82389,0.0752948,0.0458748,0.246158,17.2433,0.88256,
0.0402502,0.346379,0.683569,0.770749,1.83566,0.928565,0.250248,3.09682,0.0610486,0.058794,
6.18459,14.2384,0.0375555,0.0288772,0.385947,0.658836,0.414051,0.581045,0.369539,0.0669351,
1.54776,0.457896,0.17865,0.0313147,0.955466,1.7798,0.11292,1.19259,9.89353,0.0689738,
0.112264,28.9276,0.493501,1.12224,0.69198,0.0676869,0.110146,1.8852,5.48487,0.190001,
2.68628,2.50844,0.128875,3.53292,3.06533,0.693024,0.291409,0.123891,6.15014,1.11832,
0.214334,0.955022,14.2875,0.519807,1.11311,0.772568,0.0731371,1.91666,0.0789316,0.00724194,
2.91907,0.216343,43.7926,0.15973,3.13462,0.643735,0.258817,8.91964,0.13893,0.106175,
0.0985048,9.01484,5.6184,0.26436,2.20616,1.61263,1.98304,0.000717038,3.25072,1.18738,
1.12245,0.0112152,0.132008,0.905253,0.550612,2.09298,0.0181221,0.773062,0.60107,0.100855,
0.801309,0.217704,0.384865,0.745866,0.491047,0.110654,10.3674,1.3321,0.0326588,0.0661279,
2.30016,0.139909,154.128,1.29056,0.527199,2.14918,0.320066,0.0986599,2.15895,0.0774589,
1.93263,0.365357,0.0909693,4.49367,4.34036,0.831905,1.07075,5.19336,0.000980766,0.0011089,
36.3565,0.805244,0.2195,0.348285,49.5556,1.17846,0.590864,8.34265,0.226226,0.692648,
70.9085,20.4689,1.2666,48.2879,1.10357,0.00818635,1.98225,5.14729,0.109003,0.63399,
16.5002,3.82837,2.47366,0.0473499,1.66952,1.20007,1.04185,0.26444,0.699682,1.04706,
0.266404,0.641558,0.0588524,0.695647,2.37899,0.0444691,0.051764,0.167565,22.1589,0.312992,
1.40518,16.5993,0.257676,0.266844,12.0506,3.72884,0.281452,1.48723,1.7712,0.490671,
0.0814077,1.43864,0.209257,4.46257,1.85356,6.06,0.649321,0.287236,0.12148,8.56347,
3.93544,0.493757,0.449271,7.16678,4.42031,0.0968508,15.9505,7.85078,0.312921,8.88729,
0.186144,9.00165,5.42379,0.609398,0.162146,3.39352,0.274913,0.600504,0.680056,13.6422,
